mean,median,min,max,quartile
-0.29150486633507205,-0.11530879067333832,-4.660947483125906,5.452736629466379,1.0
-0.512872530370238,-0.1862329181147188,-6.6275039485922855,8.437842127646823,2.0
-1.0532088539235491,-0.9574055747059003,-7.1076572777164575,3.9722489819411506,3.0
-0.6061340034068087,-0.6197082639469242,-6.248796379515307,8.700514396584676,4.0
