mean,median,min,max,quartile
-0.34816607958926354,-0.20590953231331793,-19.966112161140046,9.769608761773046,1.0
-0.13244583590168835,-0.08822483306796017,-7.6596576648041665,5.978076038646364,2.0
-0.2026022695347166,-0.215932947731388,-6.97673411344923,8.559283337535938,3.0
-0.40485490179534056,-0.41113701627986,-8.49317828610723,9.193676777960901,4.0
